zip_first_three_digits,population_count,housing_count,total_male_population,total_female_population,white,black_or_african_american,american_indian_or_alaskan_native,asian,native_hawaiian_and_other_pacific_islander,other_race,two_or_more_races,median_household_income,percent_population_in_poverty,median_earnings_past_year,percent_high_school_graduate,percent_bachelors_degree,percent_graduate_degree,pop_under_10,pop_10_to_19,pop_20_to_29,pop_30_to_39,pop_40_to_49,pop_50_to_59,pop_60_to_69,pop_70_to_79,pop_80_plus,kmeans_cluster
110,368077.0,137612.0,175899.0,192178.0,223417.0,52612.0,1506.0,42303.0,146.0,35533.0,12560.0,79975.70514321732,13.652384847735663,40704.614287227945,84.70153962241596,37.207813301836296,16.878785705164955,2313.35,2744.8,2223.95,2075.9,2647.35,2546.95,1798.5,1068.85,984.2,2
111,232938.0,107801.0,114352.0,118586.0,141610.0,19439.0,1307.0,35006.0,130.0,26211.0,9235.0,53859.77862778937,16.180085095604838,35821.41906859336,83.19621056246726,39.150912196378435,13.837105374820768,2433.222222222222,2430.4444444444443,5422.444444444444,5056.111111111111,3512.3333333333335,2910.3333333333335,1981.3333333333333,1237.888888888889,897.8888888888889,2
112,2514350.0,1004352.0,1186022.0,1328328.0,1079097.0,861565.0,13558.0,262550.0,1250.0,219704.0,76626.0,47481.54434943425,23.178585285779626,32988.93395231372,78.05425150730805,29.52536487640941,11.30606447459582,8655.76923076923,8423.128205128205,10762.615384615385,9788.615384615385,8446.25641025641,7781.358974358975,5351.666666666667,3114.25641025641,2146.846153846154,1
113,1170817.0,437770.0,578367.0,592450.0,545015.0,59865.0,6547.0,350128.0,526.0,164809.0,43927.0,55589.086194512034,15.593289103506354,33672.29310387533,78.33635023329863,30.23586560008951,10.923044911544673,5472.625,5236.583333333333,7480.208333333333,7722.0,7210.0,6551.666666666667,4439.833333333333,2675.125,1996.0,1
114,728928.0,246019.0,346202.0,382726.0,159644.0,309767.0,6944.0,117177.0,832.0,90484.0,44080.0,62652.35877343167,13.242757225542166,33100.57333783309,80.66029110982154,25.105041428645897,8.55416993173537,3807.782608695652,4405.478260869565,4689.130434782609,4333.739130434783,4737.304347826087,4320.695652173913,2859.2608695652175,1551.695652173913,987.4347826086956,0
115,726359.0,254766.0,351370.0,374989.0,485390.0,118918.0,2090.0,41166.0,255.0,58553.0,19987.0,93432.13202287024,8.099576299460733,43787.92016757554,87.93828120970485,39.90758022052456,18.136052253224644,2250.025641025641,2576.5384615384614,2249.051282051282,2222.3333333333335,2784.846153846154,2736.076923076923,1838.871794871795,1070.3846153846155,896.4615384615385,0
116,114978.0,45250.0,54014.0,60964.0,49088.0,47957.0,698.0,2625.0,83.0,10666.0,3861.0,49575.005574979565,21.049809616622312,35185.06911757032,77.75293246708065,25.059154238202094,9.705138388213397,3427.8,3379.6,3062.0,2872.6,3045.8,2962.0,2075.8,1302.4,867.6,2
117,1562784.0,544056.0,764685.0,798099.0,1282812.0,100877.0,4101.0,65243.0,350.0,74619.0,34782.0,95962.41550463787,5.397842900170465,44755.13318667199,90.62717255078118,34.93258766867335,15.502477612901078,2515.7236842105262,2972.5263157894738,2286.934210526316,2433.5789473684213,3432.5,2991.907894736842,1984.578947368421,1138.157894736842,807.0394736842105,1
118,72690.0,24817.0,35434.0,37256.0,57193.0,650.0,158.0,10975.0,6.0,2152.0,1556.0,104661.2606823497,3.798316945934792,47163.33711652222,93.86776388086396,44.129549217223826,19.71059043884991,2719.0,3226.3333333333335,2520.0,2684.0,3789.0,3881.6666666666665,2464.6666666666665,1556.3333333333333,1389.0,2
119,249440.0,138153.0,124388.0,125052.0,209607.0,15261.0,1620.0,3914.0,183.0,13089.0,5766.0,75999.786493746,8.601262383739579,39797.10174390635,89.92845498837396,30.61180371752726,13.738024765073765,677.9302325581396,749.953488372093,645.8837209302326,708.9302325581396,895.6511627906976,837.5116279069767,634.8372093023256,368.86046511627904,281.3720930232558,2
120,377358.0,172894.0,185786.0,191572.0,347692.0,10343.0,765.0,6674.0,81.0,4854.0,6949.0,62209.45198988759,10.067241981354575,35457.797579486854,90.7406656180603,31.12088045198459,13.948363798302937,645.5373134328358,754.4328358208955,620.1194029850747,648.7164179104477,874.7462686567164,873.2388059701492,622.4477611940298,332.8358208955224,260.13432835820896,2
121,280446.0,132621.0,138133.0,142313.0,249723.0,14000.0,621.0,7287.0,58.0,2737.0,6020.0,62214.76719582379,11.862769039315948,34703.10375615983,90.77216702609415,29.965152006446875,12.814683097637333,448.3382352941176,557.1176470588235,551.0882352941177,481.79411764705884,605.6764705882352,623.5588235294117,441.7352941176471,238.97058823529412,175.9264705882353,2
122,166618.0,81160.0,80476.0,86142.0,117979.0,32186.0,393.0,7873.0,62.0,3345.0,4780.0,52642.00807235713,17.52743850004201,31238.159418550218,89.98580924509956,35.29354277749103,16.0492415705386,1009.5294117647059,1152.9411764705883,1814.1764705882354,1191.0588235294117,1307.764705882353,1342.4117647058824,951.2352941176471,549.5294117647059,482.4117647058824,2
123,183891.0,82660.0,88916.0,94975.0,149712.0,15492.0,633.0,5989.0,118.0,5677.0,6270.0,58971.600328455446,11.857372581583656,33400.35327449413,90.67235851129202,31.099240048724514,13.933107404930094,1656.0,1917.5384615384614,1700.7692307692307,1637.2307692307693,2089.076923076923,2132.4615384615386,1455.8461538461538,808.2307692307693,748.3076923076923,2
124,176828.0,98237.0,87061.0,89767.0,157265.0,8593.0,602.0,2195.0,51.0,3429.0,4693.0,53181.04752640984,13.102839347840838,30026.19231682765,87.80639070848508,26.50514909403488,11.954774869930104,202.3181818181818,244.1818181818182,213.39772727272728,217.3181818181818,303.07954545454544,331.1136363636364,255.2159090909091,140.2840909090909,102.5,2
125,455112.0,184140.0,227376.0,227736.0,372603.0,37689.0,1449.0,11884.0,163.0,19572.0,11752.0,71759.4596363093,9.957716088347482,35840.68482483432,88.7623294169347,31.303458075814298,14.378603497161139,755.072463768116,955.7536231884058,788.8550724637681,763.6086956521739,1071.7826086956522,1003.7826086956521,657.8260869565217,357.768115942029,241.3768115942029,0
